ENSEMBL	SYMBOL	GENENAME	GO	EVIDENCE	ONTOLOGY	PATH
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005978	IMP	BP	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0016868	IEA	MF	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0016868	IEA	MF	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0016868	IEA	MF	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0016868	IEA	MF	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0016868	IEA	MF	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0016868	IEA	MF	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0016868	IEA	MF	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0071704	IEA	BP	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0071704	IEA	BP	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0071704	IEA	BP	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0071704	IEA	BP	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0071704	IEA	BP	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0071704	IEA	BP	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0071704	IEA	BP	01100
FBgn0030598	CG9503	uncharacterized protein	GO:0016491	IBA	MF	NA
FBgn0030598	CG9503	uncharacterized protein	GO:0016491	ISS	MF	NA
FBgn0030598	CG9503	uncharacterized protein	GO:0016614	IEA	MF	NA
FBgn0030598	CG9503	uncharacterized protein	GO:0045455	IGC	BP	NA
FBgn0030598	CG9503	uncharacterized protein	GO:0045455	ISS	BP	NA
FBgn0030598	CG9503	uncharacterized protein	GO:0050660	IEA	MF	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0003684	IEA	MF	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0003887	IBA	MF	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0005657	ISS	CC	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0006281	IEA	BP	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0006302	IMP	BP	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0010569	IMP	BP	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0016779	IEA	MF	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0017125	IBA	MF	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0017125	ISS	MF	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0019985	ISS	BP	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0042276	IBA	BP	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0042276	IEA	BP	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0043150	IMP	BP	NA
FBgn0035150	Rev1	DNA polymerase Rev1	GO:0070987	IBA	BP	NA
FBgn0037739	CG12948	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0037739	CG12948	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0037739	CG12948	uncharacterized protein	GO:0008150	ND	BP	NA
FBgn0034354	GstE11	Glutathione S transferase E11	GO:0004364	IBA	MF	NA
FBgn0034354	GstE11	Glutathione S transferase E11	GO:0004364	IDA	MF	NA
FBgn0034354	GstE11	Glutathione S transferase E11	GO:0005737	ISS	CC	NA
FBgn0034354	GstE11	Glutathione S transferase E11	GO:0006749	IBA	BP	NA
FBgn0034354	GstE11	Glutathione S transferase E11	GO:0006749	IDA	BP	NA
FBgn0039809	CG15547	uncharacterized protein	GO:0003341	IBA	BP	00230
FBgn0039809	CG15547	uncharacterized protein	GO:0003341	IBA	BP	00240
FBgn0039809	CG15547	uncharacterized protein	GO:0003341	IBA	BP	01100
FBgn0039809	CG15547	uncharacterized protein	GO:0005929	IBA	CC	00230
FBgn0039809	CG15547	uncharacterized protein	GO:0005929	IBA	CC	00240
FBgn0039809	CG15547	uncharacterized protein	GO:0005929	IBA	CC	01100
FBgn0039809	CG15547	uncharacterized protein	GO:1902176	IBA	BP	00230
FBgn0039809	CG15547	uncharacterized protein	GO:1902176	IBA	BP	00240
FBgn0039809	CG15547	uncharacterized protein	GO:1902176	IBA	BP	01100
FBgn0259715	CG42369	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0259715	CG42369	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0259715	CG42369	uncharacterized protein	GO:0008150	ND	BP	NA
FBgn0051038	CG31038	uncharacterized protein	NA	NA	NA	NA
FBgn0033724	CG8501	uncharacterized protein	NA	NA	NA	NA
FBgn0266005	lncRNA:CR44779	long non-coding RNA:CR44779	NA	NA	NA	NA
FBgn0005660	Ets21C	Ets at 21C	GO:0000981	IBA	MF	NA
FBgn0005660	Ets21C	Ets at 21C	GO:0003700	IEA	MF	NA
FBgn0005660	Ets21C	Ets at 21C	GO:0005634	IBA	CC	NA
FBgn0005660	Ets21C	Ets at 21C	GO:0006355	IEA	BP	NA
FBgn0005660	Ets21C	Ets at 21C	GO:0006357	IBA	BP	NA
FBgn0005660	Ets21C	Ets at 21C	GO:0006357	IEA	BP	NA
FBgn0005660	Ets21C	Ets at 21C	GO:0030154	IBA	BP	NA
FBgn0005660	Ets21C	Ets at 21C	GO:0042742	IMP	BP	NA
FBgn0005660	Ets21C	Ets at 21C	GO:0043565	IEA	MF	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005506	IDA	MF	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005576	IEA	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005615	IBA	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005615	IEA	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005769	IBA	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005769	IPI	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005829	HDA	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005886	HDA	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005886	IBA	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005886	IDA	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0005918	IPI	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0006826	IBA	BP	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0019991	IMP	BP	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0055037	IBA	CC	NA
FBgn0036299	Tsf2	Transferrin 2	GO:0055037	IPI	CC	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0000083	IBA	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0001700	IMP	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0002009	IMP	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0002168	IMP	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0004672	IDA	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0004672	IEA	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0004674	ISS	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0004693	IBA	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0004693	IDA	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0004693	IMP	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0004693	ISS	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0005515	IPI	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0005524	IEA	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0005634	IBA	CC	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0005737	IBA	CC	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0005829	HDA	CC	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0005829	IBA	CC	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0005886	HDA	CC	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0006468	IBA	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0006468	IDA	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0006468	IEA	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0006468	IMP	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0006468	ISS	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0007552	IMP	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0020037	IEA	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0030332	IBA	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0030332	IMP	MF	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0048589	IMP	BP	NA
FBgn0005640	Eip63E	Ecdysone-induced protein 63E	GO:0090263	IMP	BP	NA
FBgn0039886	CG2003	uncharacterized protein	GO:0006820	IBA	BP	NA
FBgn0039886	CG2003	uncharacterized protein	GO:0022857	IBA	MF	NA
FBgn0039886	CG2003	uncharacterized protein	GO:0022857	IEA	MF	NA
FBgn0039886	CG2003	uncharacterized protein	GO:0055085	IEA	BP	NA
FBgn0031547	Sr-CIV	Scavenger receptor class C, type IV	GO:0007399	IBA	BP	NA
FBgn0031547	Sr-CIV	Scavenger receptor class C, type IV	GO:0016020	IEA	CC	NA
FBgn0030805	wus	wurst	GO:0005769	IDA	CC	NA
FBgn0030805	wus	wurst	GO:0005886	IDA	CC	NA
FBgn0030805	wus	wurst	GO:0006897	IMP	BP	NA
FBgn0030805	wus	wurst	GO:0016020	IBA	CC	NA
FBgn0030805	wus	wurst	GO:0030198	IMP	BP	NA
FBgn0030805	wus	wurst	GO:0031410	IDA	CC	NA
FBgn0030805	wus	wurst	GO:0035002	IMP	BP	NA
FBgn0030805	wus	wurst	GO:0035159	IMP	BP	NA
FBgn0039098	GILT3	Gamma-interferon-inducible lysosomal thiol reductase 3	GO:0005575	ND	CC	NA
FBgn0039098	GILT3	Gamma-interferon-inducible lysosomal thiol reductase 3	GO:0016491	IBA	MF	NA
FBgn0039098	GILT3	Gamma-interferon-inducible lysosomal thiol reductase 3	GO:0016667	ISS	MF	NA
FBgn0039098	GILT3	Gamma-interferon-inducible lysosomal thiol reductase 3	GO:0016671	IEA	MF	NA
FBgn0031689	Cyp28d1	Cytochrome P450 28d1	GO:0004497	IEA	MF	00903
FBgn0031689	Cyp28d1	Cytochrome P450 28d1	GO:0004497	IEA	MF	01100
FBgn0031689	Cyp28d1	Cytochrome P450 28d1	GO:0005506	IEA	MF	00903
FBgn0031689	Cyp28d1	Cytochrome P450 28d1	GO:0005506	IEA	MF	01100
FBgn0031689	Cyp28d1	Cytochrome P450 28d1	GO:0016705	IEA	MF	00903
FBgn0031689	Cyp28d1	Cytochrome P450 28d1	GO:0016705	IEA	MF	01100
FBgn0031689	Cyp28d1	Cytochrome P450 28d1	GO:0020037	IEA	MF	00903
FBgn0031689	Cyp28d1	Cytochrome P450 28d1	GO:0020037	IEA	MF	01100
FBgn0027949	msb1l	msb1l	GO:0003674	ND	MF	NA
FBgn0027949	msb1l	msb1l	GO:0005575	ND	CC	NA
FBgn0027949	msb1l	msb1l	GO:0008150	ND	BP	NA
FBgn0029002	miple2	midkine and pleiotrophin 2	GO:0005576	IBA	CC	NA
FBgn0029002	miple2	midkine and pleiotrophin 2	GO:0005576	IDA	CC	NA
FBgn0029002	miple2	midkine and pleiotrophin 2	GO:0008083	IEA	MF	NA
FBgn0029002	miple2	midkine and pleiotrophin 2	GO:0008201	IBA	MF	NA
FBgn0029002	miple2	midkine and pleiotrophin 2	GO:0008201	IDA	MF	NA
FBgn0029002	miple2	midkine and pleiotrophin 2	GO:0008201	ISS	MF	NA
FBgn0029002	miple2	midkine and pleiotrophin 2	GO:0008340	IMP	BP	NA
FBgn0029002	miple2	midkine and pleiotrophin 2	GO:0048332	IBA	BP	NA
FBgn0015568	alpha-Est1	alpha-Esterase-1	GO:0017171	HDA	MF	00983
FBgn0015568	alpha-Est1	alpha-Esterase-1	GO:0017171	HDA	MF	01100
FBgn0015568	alpha-Est1	alpha-Esterase-1	GO:0106435	ISS	MF	00983
FBgn0015568	alpha-Est1	alpha-Esterase-1	GO:0106435	ISS	MF	01100
FBgn0037680	pasi2	pasiflora 2	GO:0005886	IDA	CC	NA
FBgn0037680	pasi2	pasiflora 2	GO:0019991	IMP	BP	NA
FBgn0037680	pasi2	pasiflora 2	GO:0035159	IMP	BP	NA
FBgn0037680	pasi2	pasiflora 2	GO:0060857	IMP	BP	NA
FBgn0032029	CG17292	uncharacterized protein	GO:0004806	ISS	MF	NA
FBgn0032029	CG17292	uncharacterized protein	GO:0005615	IBA	CC	NA
FBgn0032029	CG17292	uncharacterized protein	GO:0005829	HDA	CC	NA
FBgn0032029	CG17292	uncharacterized protein	GO:0006629	IEA	BP	NA
FBgn0032029	CG17292	uncharacterized protein	GO:0016042	IBA	BP	NA
FBgn0032029	CG17292	uncharacterized protein	GO:0016298	IBA	MF	NA
FBgn0032029	CG17292	uncharacterized protein	GO:0016298	IEA	MF	NA
FBgn0032638	SPH93	Serine protease homolog 93	GO:0003674	ND	MF	NA
FBgn0032638	SPH93	Serine protease homolog 93	GO:0005615	IBA	CC	NA
FBgn0032638	SPH93	Serine protease homolog 93	GO:0006508	IBA	BP	NA
FBgn0032638	SPH93	Serine protease homolog 93	GO:0006508	IEA	BP	NA
FBgn0032638	SPH93	Serine protease homolog 93	GO:0050830	IEP	BP	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0004177	IDA	MF	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0005737	IBA	CC	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0006508	IBA	BP	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0006508	IEA	BP	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0008237	IEA	MF	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0008270	IBA	MF	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0008270	IEA	MF	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0016485	IMP	BP	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0035019	IMP	BP	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0036098	IMP	BP	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0042277	IBA	MF	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0043171	IBA	BP	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0043697	IMP	BP	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0060250	IMP	BP	NA
FBgn0285963	CG46339	uncharacterized protein	GO:0070006	IBA	MF	NA
FBgn0023549	Mct1	Monocarboxylate transporter 1	GO:0008028	IBA	MF	NA
FBgn0023549	Mct1	Monocarboxylate transporter 1	GO:0015718	IBA	BP	NA
FBgn0023549	Mct1	Monocarboxylate transporter 1	GO:0022857	IEA	MF	NA
FBgn0023549	Mct1	Monocarboxylate transporter 1	GO:0055085	IEA	BP	NA
FBgn0029801	CG15771	uncharacterized protein	GO:0016311	IBA	BP	NA
FBgn0029801	CG15771	uncharacterized protein	GO:0016787	IEA	MF	NA
FBgn0029801	CG15771	uncharacterized protein	GO:0046380	IBA	BP	NA
FBgn0029801	CG15771	uncharacterized protein	GO:0046380	ISS	BP	NA
FBgn0029801	CG15771	uncharacterized protein	GO:0050124	IBA	MF	NA
FBgn0029801	CG15771	uncharacterized protein	GO:0050124	ISS	MF	NA
FBgn0038877	CG3308	uncharacterized protein	GO:0005829	IBA	CC	NA
FBgn0038877	CG3308	uncharacterized protein	GO:0008310	IBA	MF	NA
FBgn0038877	CG3308	uncharacterized protein	GO:0016788	IEA	MF	NA
FBgn0033635	Prip	prip	GO:0006833	IMP	BP	NA
FBgn0033635	Prip	prip	GO:0015250	IMP	MF	NA
FBgn0033635	Prip	prip	GO:0015267	IEA	MF	NA
FBgn0033635	Prip	prip	GO:0015267	ISS	MF	NA
FBgn0033635	Prip	prip	GO:0016020	IEA	CC	NA
FBgn0033635	Prip	prip	GO:0016020	ISS	CC	NA
FBgn0033635	Prip	prip	GO:0016323	IDA	CC	NA
FBgn0033635	Prip	prip	GO:0016324	IDA	CC	NA
FBgn0033635	Prip	prip	GO:0055085	IEA	BP	NA
FBgn0033635	Prip	prip	GO:0055085	ISS	BP	NA
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0000049	ISS	MF	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0000166	IEA	MF	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0004812	IEA	MF	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0004817	IBA	MF	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0004817	IEA	MF	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0004817	ISS	MF	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0004817	TAS	MF	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0005524	IBA	MF	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0005524	IEA	MF	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0005737	IBA	CC	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0005737	ISS	CC	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0005737	TAS	CC	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0006418	IEA	BP	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0006423	IBA	BP	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0006423	IEA	BP	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0006423	ISS	BP	00970
FBgn0027091	CysRS	Cysteinyl-tRNA synthetase	GO:0006423	TAS	BP	00970
FBgn0263232	Nxf3	Nuclear export factor 3	GO:0003723	IBA	MF	NA
FBgn0263232	Nxf3	Nuclear export factor 3	GO:0005634	IBA	CC	NA
FBgn0263232	Nxf3	Nuclear export factor 3	GO:0016973	IBA	BP	NA
FBgn0034391	CG15080	uncharacterized protein	GO:0005615	IBA	CC	NA
FBgn0003447	sn	singed	GO:0003779	ISS	MF	NA
FBgn0003447	sn	singed	GO:0005737	IBA	CC	NA
FBgn0003447	sn	singed	GO:0005737	IDA	CC	NA
FBgn0003447	sn	singed	GO:0007015	IEA	BP	NA
FBgn0003447	sn	singed	GO:0007163	IBA	BP	NA
FBgn0003447	sn	singed	GO:0007163	IMP	BP	NA
FBgn0003447	sn	singed	GO:0008407	IMP	BP	NA
FBgn0003447	sn	singed	GO:0009913	IMP	BP	NA
FBgn0003447	sn	singed	GO:0015629	IBA	CC	NA
FBgn0003447	sn	singed	GO:0015629	IDA	CC	NA
FBgn0003447	sn	singed	GO:0016358	IMP	BP	NA
FBgn0003447	sn	singed	GO:0016477	IBA	BP	NA
FBgn0003447	sn	singed	GO:0030034	IMP	BP	NA
FBgn0003447	sn	singed	GO:0030036	IMP	BP	NA
FBgn0003447	sn	singed	GO:0030674	IEA	MF	NA
FBgn0003447	sn	singed	GO:0035017	IMP	BP	NA
FBgn0003447	sn	singed	GO:0035099	IMP	BP	NA
FBgn0003447	sn	singed	GO:0035317	IMP	BP	NA
FBgn0003447	sn	singed	GO:0042060	IMP	BP	NA
FBgn0003447	sn	singed	GO:0043005	IDA	CC	NA
FBgn0003447	sn	singed	GO:0043025	IDA	CC	NA
FBgn0003447	sn	singed	GO:0046847	IMP	BP	NA
FBgn0003447	sn	singed	GO:0048800	IMP	BP	NA
FBgn0003447	sn	singed	GO:0048812	IMP	BP	NA
FBgn0003447	sn	singed	GO:0051015	IBA	MF	NA
FBgn0003447	sn	singed	GO:0051015	IEA	MF	NA
FBgn0003447	sn	singed	GO:0051015	ISS	MF	NA
FBgn0003447	sn	singed	GO:0051017	IBA	BP	NA
FBgn0003447	sn	singed	GO:0051017	IMP	BP	NA
FBgn0031258	CG4297	uncharacterized protein	NA	NA	NA	NA
FBgn0032036	CG13384	uncharacterized protein	GO:0003333	IBA	BP	NA
FBgn0032036	CG13384	uncharacterized protein	GO:0003333	ISS	BP	NA
FBgn0032036	CG13384	uncharacterized protein	GO:0005774	IBA	CC	NA
FBgn0032036	CG13384	uncharacterized protein	GO:0015171	ISS	MF	NA
FBgn0032036	CG13384	uncharacterized protein	GO:0015179	IBA	MF	NA
FBgn0036007	path	pathetic	GO:0003333	IBA	BP	NA
FBgn0036007	path	pathetic	GO:0003333	IDA	BP	NA
FBgn0036007	path	pathetic	GO:0003333	ISS	BP	NA
FBgn0036007	path	pathetic	GO:0005774	IBA	CC	NA
FBgn0036007	path	pathetic	GO:0005886	IDA	CC	NA
FBgn0036007	path	pathetic	GO:0015171	IDA	MF	NA
FBgn0036007	path	pathetic	GO:0015171	ISS	MF	NA
FBgn0036007	path	pathetic	GO:0015179	IBA	MF	NA
FBgn0036007	path	pathetic	GO:0030424	IDA	CC	NA
FBgn0036007	path	pathetic	GO:0030425	IDA	CC	NA
FBgn0036007	path	pathetic	GO:0032536	IMP	BP	NA
FBgn0036007	path	pathetic	GO:0036019	IDA	CC	NA
FBgn0036007	path	pathetic	GO:0040008	IMP	BP	NA
FBgn0036007	path	pathetic	GO:0043025	IDA	CC	NA
FBgn0036007	path	pathetic	GO:0048813	IMP	BP	NA
FBgn0036007	path	pathetic	GO:0097484	IMP	BP	NA
FBgn0036896	wnd	wallenda	GO:0004672	IBA	MF	NA
FBgn0036896	wnd	wallenda	GO:0004672	IEA	MF	NA
FBgn0036896	wnd	wallenda	GO:0004709	IEA	MF	NA
FBgn0036896	wnd	wallenda	GO:0005524	IEA	MF	NA
FBgn0036896	wnd	wallenda	GO:0005737	IBA	CC	NA
FBgn0036896	wnd	wallenda	GO:0006468	IEA	BP	NA
FBgn0036896	wnd	wallenda	GO:0007030	IMP	BP	NA
FBgn0036896	wnd	wallenda	GO:0007165	IBA	BP	NA
FBgn0036896	wnd	wallenda	GO:0007283	IMP	BP	NA
FBgn0036896	wnd	wallenda	GO:0007616	IGI	BP	NA
FBgn0036896	wnd	wallenda	GO:0030424	IDA	CC	NA
FBgn0036896	wnd	wallenda	GO:0031594	IDA	CC	NA
FBgn0036896	wnd	wallenda	GO:0045887	IDA	BP	NA
FBgn0036896	wnd	wallenda	GO:0046777	IEA	BP	NA
FBgn0036896	wnd	wallenda	GO:0048674	IMP	BP	NA
FBgn0036896	wnd	wallenda	GO:0048682	IMP	BP	NA
FBgn0036896	wnd	wallenda	GO:0072375	IMP	BP	NA
FBgn0036896	wnd	wallenda	GO:2000331	IMP	BP	NA
FBgn0263041	CG43336	uncharacterized protein	GO:0004252	IEA	MF	NA
FBgn0263041	CG43336	uncharacterized protein	GO:0004252	ISM	MF	NA
FBgn0263041	CG43336	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0263041	CG43336	uncharacterized protein	GO:0006508	IEA	BP	NA
FBgn0263041	CG43336	uncharacterized protein	GO:0006508	ISM	BP	NA
FBgn0037683	CG18473	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0037683	CG18473	uncharacterized protein	GO:0008270	IEA	MF	NA
FBgn0037683	CG18473	uncharacterized protein	GO:0009056	IEA	BP	NA
FBgn0037683	CG18473	uncharacterized protein	GO:0016788	IEA	MF	NA
FBgn0034718	wdp	windpipe	GO:0001894	IMP	BP	NA
FBgn0034718	wdp	windpipe	GO:0005515	IPI	MF	NA
FBgn0034718	wdp	windpipe	GO:0005886	IBA	CC	NA
FBgn0034718	wdp	windpipe	GO:0005886	IDA	CC	NA
FBgn0034718	wdp	windpipe	GO:0008039	IMP	BP	NA
FBgn0034718	wdp	windpipe	GO:0016020	ISM	CC	NA
FBgn0034718	wdp	windpipe	GO:0045807	IMP	BP	NA
FBgn0034718	wdp	windpipe	GO:0046426	IMP	BP	NA
FBgn0034718	wdp	windpipe	GO:0060438	IEP	BP	NA
FBgn0034718	wdp	windpipe	GO:2000647	IMP	BP	NA
FBgn0013576	mtd	mustard	GO:0002218	IMP	BP	NA
FBgn0013576	mtd	mustard	GO:0005634	IBA	CC	NA
FBgn0013576	mtd	mustard	GO:0005634	IDA	CC	NA
FBgn0013576	mtd	mustard	GO:0005737	IDA	CC	NA
FBgn0013576	mtd	mustard	GO:0006979	IBA	BP	NA
FBgn0013576	mtd	mustard	GO:0050829	IMP	BP	NA
FBgn0013576	mtd	mustard	GO:2000648	IMP	BP	NA
FBgn0034400	CG15099	uncharacterized protein	GO:0005768	IBA	CC	NA
FBgn0034400	CG15099	uncharacterized protein	GO:0005802	IBA	CC	NA
FBgn0034400	CG15099	uncharacterized protein	GO:0006895	IEA	BP	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0004602	ISS	MF	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0005254	IBA	MF	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0005254	IDA	MF	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0005509	IDA	MF	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0005654	HDA	CC	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0005737	IBA	CC	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0005739	IDA	CC	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0005829	HDA	CC	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0006821	IBA	BP	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0006821	IDA	BP	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0008289	IDA	MF	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0016020	IC	CC	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0016324	IBA	CC	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0048060	IDA	BP	NA
FBgn0030529	Clic	Chloride intracellular channel	GO:0097305	IDA	BP	NA
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0003824	IEA	MF	00250
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0003824	IEA	MF	00270
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0003824	IEA	MF	00330
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0003824	IEA	MF	00350
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0003824	IEA	MF	00360
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0003824	IEA	MF	00400
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0003824	IEA	MF	01100
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0004069	IBA	MF	00250
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0004069	IBA	MF	00270
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0004069	IBA	MF	00330
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0004069	IBA	MF	00350
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0004069	IBA	MF	00360
FBgn0001124	Got1	Glutamate oxaloacetate transaminase 1	GO:0004069	IBA	MF	00400
