ENSEMBL	SYMBOL	GENENAME	GO	EVIDENCE	ONTOLOGY	PATH
FBgn0004369	Ptp99A	Protein tyrosine phosphatase 99A	GO:0030424	IDA	CC	NA
FBgn0004369	Ptp99A	Protein tyrosine phosphatase 99A	GO:0035335	IDA	BP	NA
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003974	IMP	MF	00052
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003974	IMP	MF	00520
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003974	IMP	MF	01100
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003978	IBA	MF	00052
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003978	IBA	MF	00520
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003978	IBA	MF	01100
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003978	IEA	MF	00052
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003978	IEA	MF	00520
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003978	IEA	MF	01100
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003978	IMP	MF	00052
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003978	IMP	MF	00520
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0003978	IMP	MF	01100
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0005829	IBA	CC	00052
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0005829	IBA	CC	00520
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0005829	IBA	CC	01100
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0006012	IEA	BP	00052
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0006012	IEA	BP	00520
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0006012	IEA	BP	01100
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0006012	IMP	BP	00052
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0006012	IMP	BP	00520
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0006012	IMP	BP	01100
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0033499	IBA	BP	00052
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0033499	IBA	BP	00520
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0033499	IBA	BP	01100
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0035167	IMP	BP	00052
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0035167	IMP	BP	00520
FBgn0035147	Gale	UDP-galactose 4'-epimerase	GO:0035167	IMP	BP	01100
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0005777	ISM	CC	00071
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0005777	ISM	CC	01100
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0005777	ISM	CC	04146
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0006631	IBA	BP	00071
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0006631	IBA	BP	01100
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0006631	IBA	BP	04146
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0006633	TAS	BP	00071
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0006633	TAS	BP	01100
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0006633	TAS	BP	04146
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0015645	TAS	MF	00071
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0015645	TAS	MF	01100
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0015645	TAS	MF	04146
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0016405	TAS	MF	00071
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0016405	TAS	MF	01100
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0016405	TAS	MF	04146
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0031956	IBA	MF	00071
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0031956	IBA	MF	01100
FBgn0031703	Acsf2	Acyl-CoA synthetase family member 2	GO:0031956	IBA	MF	04146
FBgn0030037	Miga	Mitoguardin	GO:0005739	IDA	CC	NA
FBgn0030037	Miga	Mitoguardin	GO:0008053	IBA	BP	NA
FBgn0030037	Miga	Mitoguardin	GO:0008053	IEA	BP	NA
FBgn0030037	Miga	Mitoguardin	GO:0008053	IMP	BP	NA
FBgn0030037	Miga	Mitoguardin	GO:0010635	IMP	BP	NA
FBgn0030037	Miga	Mitoguardin	GO:0045494	IMP	BP	NA
FBgn0030037	Miga	Mitoguardin	GO:0070584	IMP	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0000122	ISS	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0000977	IBA	MF	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0000981	IBA	MF	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0000981	ISS	MF	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0005634	IBA	CC	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0005634	ISS	CC	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0006357	IBA	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0007362	IMP	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0007442	IMP	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0007480	IMP	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0009790	IBA	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0009880	IBA	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0009880	IMP	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0016348	IMP	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0035220	IMP	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0045892	ISS	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0045893	ISS	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0045944	ISS	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0048617	IMP	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0048619	IBA	BP	NA
FBgn0004893	bowl	brother of odd with entrails limited	GO:0048619	IMP	BP	NA
FBgn0034638	CG10433	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0034638	CG10433	uncharacterized protein	GO:0005615	HDA	CC	NA
FBgn0034638	CG10433	uncharacterized protein	GO:0005615	ISM	CC	NA
FBgn0034638	CG10433	uncharacterized protein	GO:0006952	ISS	BP	NA
FBgn0034638	CG10433	uncharacterized protein	GO:0019953	HEP	BP	NA
FBgn0034638	CG10433	uncharacterized protein	GO:0045924	IMP	BP	NA
FBgn0028327	l(1)G0320	lethal (1) G0320	GO:0005783	HDA	CC	04141
FBgn0028327	l(1)G0320	lethal (1) G0320	GO:0005783	IBA	CC	04141
FBgn0028327	l(1)G0320	lethal (1) G0320	GO:0005783	IDA	CC	04141
FBgn0028327	l(1)G0320	lethal (1) G0320	GO:0005789	IEA	CC	04141
FBgn0028327	l(1)G0320	lethal (1) G0320	GO:0012505	HDA	CC	04141
FBgn0028327	l(1)G0320	lethal (1) G0320	GO:0045169	IDA	CC	04141
FBgn0052412	QC	Glutaminyl cyclase	GO:0005576	IDA	CC	NA
FBgn0052412	QC	Glutaminyl cyclase	GO:0008270	IBA	MF	NA
FBgn0052412	QC	Glutaminyl cyclase	GO:0016603	IBA	MF	NA
FBgn0052412	QC	Glutaminyl cyclase	GO:0016603	IDA	MF	NA
FBgn0052412	QC	Glutaminyl cyclase	GO:0016603	IEA	MF	NA
FBgn0052412	QC	Glutaminyl cyclase	GO:0017186	IBA	BP	NA
FBgn0052412	QC	Glutaminyl cyclase	GO:0017186	IDA	BP	NA
FBgn0051363	Jupiter	jupiter	GO:0005200	IDA	MF	NA
FBgn0051363	Jupiter	jupiter	GO:0005634	IBA	CC	NA
FBgn0051363	Jupiter	jupiter	GO:0005634	IDA	CC	NA
FBgn0051363	Jupiter	jupiter	GO:0005829	HDA	CC	NA
FBgn0051363	Jupiter	jupiter	GO:0005829	IDA	CC	NA
FBgn0051363	Jupiter	jupiter	GO:0005874	HDA	CC	NA
FBgn0051363	Jupiter	jupiter	GO:0005875	IDA	CC	NA
FBgn0051363	Jupiter	jupiter	GO:0008017	IDA	MF	NA
FBgn0051363	Jupiter	jupiter	GO:0031116	IDA	BP	NA
FBgn0039464	CG6330	uncharacterized protein	GO:0003824	IEA	MF	00240
FBgn0039464	CG6330	uncharacterized protein	GO:0003824	IEA	MF	00983
FBgn0039464	CG6330	uncharacterized protein	GO:0003824	IEA	MF	01100
FBgn0039464	CG6330	uncharacterized protein	GO:0004850	IBA	MF	00240
FBgn0039464	CG6330	uncharacterized protein	GO:0004850	IBA	MF	00983
FBgn0039464	CG6330	uncharacterized protein	GO:0004850	IBA	MF	01100
FBgn0039464	CG6330	uncharacterized protein	GO:0004850	IEA	MF	00240
FBgn0039464	CG6330	uncharacterized protein	GO:0004850	IEA	MF	00983
FBgn0039464	CG6330	uncharacterized protein	GO:0004850	IEA	MF	01100
FBgn0039464	CG6330	uncharacterized protein	GO:0005737	IEA	CC	00240
FBgn0039464	CG6330	uncharacterized protein	GO:0005737	IEA	CC	00983
FBgn0039464	CG6330	uncharacterized protein	GO:0005737	IEA	CC	01100
FBgn0039464	CG6330	uncharacterized protein	GO:0005829	IBA	CC	00240
FBgn0039464	CG6330	uncharacterized protein	GO:0005829	IBA	CC	00983
FBgn0039464	CG6330	uncharacterized protein	GO:0005829	IBA	CC	01100
FBgn0039464	CG6330	uncharacterized protein	GO:0006218	IBA	BP	00240
FBgn0039464	CG6330	uncharacterized protein	GO:0006218	IBA	BP	00983
FBgn0039464	CG6330	uncharacterized protein	GO:0006218	IBA	BP	01100
FBgn0039464	CG6330	uncharacterized protein	GO:0009116	IEA	BP	00240
FBgn0039464	CG6330	uncharacterized protein	GO:0009116	IEA	BP	00983
FBgn0039464	CG6330	uncharacterized protein	GO:0009116	IEA	BP	01100
FBgn0039464	CG6330	uncharacterized protein	GO:0009166	IEA	BP	00240
FBgn0039464	CG6330	uncharacterized protein	GO:0009166	IEA	BP	00983
FBgn0039464	CG6330	uncharacterized protein	GO:0009166	IEA	BP	01100
FBgn0039464	CG6330	uncharacterized protein	GO:0042332	IMP	BP	00240
FBgn0039464	CG6330	uncharacterized protein	GO:0042332	IMP	BP	00983
FBgn0039464	CG6330	uncharacterized protein	GO:0042332	IMP	BP	01100
FBgn0031374	Wdr62	WD repeat domain 62	GO:0000922	ISS	CC	NA
FBgn0031374	Wdr62	WD repeat domain 62	GO:0007052	ISS	BP	NA
FBgn0031374	Wdr62	WD repeat domain 62	GO:0007099	IBA	BP	NA
FBgn0031374	Wdr62	WD repeat domain 62	GO:0007346	IMP	BP	NA
FBgn0031374	Wdr62	WD repeat domain 62	GO:0031021	IDA	CC	NA
FBgn0031374	Wdr62	WD repeat domain 62	GO:0072686	IBA	CC	NA
FBgn0031374	Wdr62	WD repeat domain 62	GO:0072686	IDA	CC	NA
FBgn0035727	CG10063	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0035727	CG10063	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0035727	CG10063	uncharacterized protein	GO:0008150	ND	BP	NA
FBgn0038865	cDIP	Common Dpr-interacting protein	NA	NA	NA	NA
FBgn0039113	udt	undicht	GO:0003674	ND	MF	NA
FBgn0039113	udt	undicht	GO:0005575	ND	CC	NA
FBgn0039113	udt	undicht	GO:0042060	HMP	BP	NA
FBgn0063492	GstE8	Glutathione S transferase E8	GO:0004364	IBA	MF	NA
FBgn0063492	GstE8	Glutathione S transferase E8	GO:0004364	ISS	MF	NA
FBgn0063492	GstE8	Glutathione S transferase E8	GO:0005737	ISS	CC	NA
FBgn0063492	GstE8	Glutathione S transferase E8	GO:0006749	IBA	BP	NA
FBgn0063492	GstE8	Glutathione S transferase E8	GO:0006749	ISS	BP	NA
FBgn0035344	Cyp4d20	Cytochrome P450 4d20	GO:0004497	IEA	MF	NA
FBgn0035344	Cyp4d20	Cytochrome P450 4d20	GO:0005506	IEA	MF	NA
FBgn0035344	Cyp4d20	Cytochrome P450 4d20	GO:0016705	IEA	MF	NA
FBgn0035344	Cyp4d20	Cytochrome P450 4d20	GO:0020037	IEA	MF	NA
FBgn0037635	CG9837	uncharacterized protein	NA	NA	NA	NA
FBgn0040388	boi	brother of ihog	GO:0001751	IGI	BP	NA
FBgn0040388	boi	brother of ihog	GO:0005886	IBA	CC	NA
FBgn0040388	boi	brother of ihog	GO:0007224	IGI	BP	NA
FBgn0040388	boi	brother of ihog	GO:0007224	IMP	BP	NA
FBgn0040388	boi	brother of ihog	GO:0009986	IDA	CC	NA
FBgn0040388	boi	brother of ihog	GO:0015026	IGI	MF	NA
FBgn0040388	boi	brother of ihog	GO:0035017	IGI	BP	NA
FBgn0040388	boi	brother of ihog	GO:0035222	IGI	BP	NA
FBgn0040388	boi	brother of ihog	GO:0035230	IDA	CC	NA
FBgn0040388	boi	brother of ihog	GO:0048100	IGI	BP	NA
FBgn0040388	boi	brother of ihog	GO:0048749	IGI	BP	NA
FBgn0040388	boi	brother of ihog	GO:0071694	IGI	BP	NA
FBgn0040388	boi	brother of ihog	GO:0071694	IMP	BP	NA
FBgn0040388	boi	brother of ihog	GO:0097108	IDA	MF	NA
FBgn0040388	boi	brother of ihog	GO:0098609	IBA	BP	NA
FBgn0261808	cu	curled	GO:0000175	IBA	MF	NA
FBgn0261808	cu	curled	GO:0003824	IEA	MF	NA
FBgn0261808	cu	curled	GO:0005737	IDA	CC	NA
FBgn0261808	cu	curled	GO:0005739	ISS	CC	NA
FBgn0261808	cu	curled	GO:0006739	IDA	BP	NA
FBgn0261808	cu	curled	GO:0009416	IMP	BP	NA
FBgn0261808	cu	curled	GO:0019178	IDA	MF	NA
FBgn0261808	cu	curled	GO:0045475	IMP	BP	NA
FBgn0261808	cu	curled	GO:0102757	IDA	MF	NA
FBgn0035761	RhoGEF4	Rho guanine nucleotide exchange factor 4	GO:0005085	IDA	MF	NA
FBgn0035761	RhoGEF4	Rho guanine nucleotide exchange factor 4	GO:0005085	IEA	MF	NA
FBgn0035761	RhoGEF4	Rho guanine nucleotide exchange factor 4	GO:0005634	IDA	CC	NA
FBgn0035761	RhoGEF4	Rho guanine nucleotide exchange factor 4	GO:0005737	IBA	CC	NA
FBgn0035761	RhoGEF4	Rho guanine nucleotide exchange factor 4	GO:0005737	IDA	CC	NA
FBgn0035761	RhoGEF4	Rho guanine nucleotide exchange factor 4	GO:0035025	IDA	BP	NA
FBgn0035761	RhoGEF4	Rho guanine nucleotide exchange factor 4	GO:0051496	IDA	BP	NA
FBgn0052521	Mnr	Membrane-bound Notch regulator	GO:0003674	ND	MF	NA
FBgn0052521	Mnr	Membrane-bound Notch regulator	GO:0005886	IDA	CC	NA
FBgn0052521	Mnr	Membrane-bound Notch regulator	GO:0045747	IMP	BP	NA
FBgn0000116	Argk1	Arginine kinase 1	GO:0003824	IEA	MF	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0004054	ISS	MF	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0004111	IEA	MF	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0004111	ISS	MF	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0005576	HDA	CC	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0005737	HDA	CC	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0005829	HDA	CC	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0005886	HDA	CC	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0016301	IBA	MF	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0016301	IEA	MF	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0016310	ISS	BP	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0016772	IEA	MF	00330
FBgn0000116	Argk1	Arginine kinase 1	GO:0046314	IEA	BP	00330
FBgn0051337	CG31337	uncharacterized protein	GO:0003674	ND	MF	NA
FBgn0051337	CG31337	uncharacterized protein	GO:0005575	ND	CC	NA
FBgn0051337	CG31337	uncharacterized protein	GO:0008150	ND	BP	NA
FBgn0013272	Gp150	Gp150	GO:0005886	IDA	CC	NA
FBgn0013272	Gp150	Gp150	GO:0007185	IDA	BP	NA
FBgn0013272	Gp150	Gp150	GO:0048749	IMP	BP	NA
FBgn0043841	vir-1	virus-induced RNA 1	GO:0051607	IEP	BP	NA
FBgn0261238	Alh	Alhambra	GO:0002168	IMP	BP	NA
FBgn0261238	Alh	Alhambra	GO:0003700	IMP	MF	NA
FBgn0261238	Alh	Alhambra	GO:0003700	ISS	MF	NA
FBgn0261238	Alh	Alhambra	GO:0005634	IBA	CC	NA
FBgn0261238	Alh	Alhambra	GO:0005634	IDA	CC	NA
FBgn0261238	Alh	Alhambra	GO:0005634	ISS	CC	NA
FBgn0261238	Alh	Alhambra	GO:0006355	IMP	BP	NA
FBgn0261238	Alh	Alhambra	GO:0006357	IBA	BP	NA
FBgn0261238	Alh	Alhambra	GO:0007482	IGI	BP	NA
FBgn0261238	Alh	Alhambra	GO:0007526	IEP	BP	NA
FBgn0261238	Alh	Alhambra	GO:0007526	IMP	BP	NA
FBgn0261238	Alh	Alhambra	GO:0007591	IMP	BP	NA
FBgn0261238	Alh	Alhambra	GO:0031491	IBA	MF	NA
FBgn0261238	Alh	Alhambra	GO:0042393	IBA	MF	NA
FBgn0020257	Ppa	Partner of paired	GO:0019005	IBA	CC	NA
FBgn0020257	Ppa	Partner of paired	GO:0019005	ISM	CC	NA
FBgn0020257	Ppa	Partner of paired	GO:0031146	IBA	BP	NA
FBgn0020257	Ppa	Partner of paired	GO:0031146	ISM	BP	NA
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0005737	IBA	CC	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0005737	IBA	CC	01100
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0005789	IDA	CC	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0005789	IDA	CC	01100
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0006508	IBA	BP	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0006508	IBA	BP	01100
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0006508	IEA	BP	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0006508	IEA	BP	01100
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0008237	IEA	MF	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0008237	IEA	MF	01100
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0008270	IBA	MF	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0008270	IBA	MF	01100
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0008270	IEA	MF	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0008270	IEA	MF	01100
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0042277	IBA	MF	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0042277	IBA	MF	01100
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0043171	IBA	BP	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0043171	IBA	BP	01100
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0070006	IBA	MF	00480
FBgn0039640	superdeath	Suppressor of ER stress-induced death	GO:0070006	IBA	MF	01100
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0005737	IDA	CC	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0005834	IBA	CC	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0005834	IEA	CC	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0005834	IPI	CC	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0007186	IBA	BP	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0007186	IDA	BP	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0007186	IEA	BP	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0007200	IEA	BP	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0007602	IPI	BP	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0016028	IDA	CC	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0031681	IBA	MF	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0031681	IEA	MF	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0046982	IPI	MF	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0050909	IEA	BP	NA
FBgn0267252	Ggamma30A	G protein subunit gamma at 30A	GO:0071244	IMP	BP	NA
FBgn0020248	stet	stem cell tumor	GO:0000139	IDA	CC	NA
FBgn0020248	stet	stem cell tumor	GO:0004252	IBA	MF	NA
FBgn0020248	stet	stem cell tumor	GO:0004252	IDA	MF	NA
FBgn0020248	stet	stem cell tumor	GO:0004252	IEA	MF	NA
FBgn0020248	stet	stem cell tumor	GO:0005509	IEA	MF	NA
FBgn0020248	stet	stem cell tumor	GO:0005794	IDA	CC	NA
FBgn0020248	stet	stem cell tumor	GO:0016020	IEA	CC	NA
FBgn0020248	stet	stem cell tumor	GO:0016485	IDA	BP	NA
FBgn0020248	stet	stem cell tumor	GO:0036098	IGI	BP	NA
FBgn0020248	stet	stem cell tumor	GO:0038004	IDA	BP	NA
FBgn0020248	stet	stem cell tumor	GO:0038004	IGI	BP	NA
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0000287	IEA	MF	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0000287	IEA	MF	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0000287	IEA	MF	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0000287	IEA	MF	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0000287	IEA	MF	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0000287	IEA	MF	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0000287	IEA	MF	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IBA	MF	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IBA	MF	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IBA	MF	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IBA	MF	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IBA	MF	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IBA	MF	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IBA	MF	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IDA	MF	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IDA	MF	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IDA	MF	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IDA	MF	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IDA	MF	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IDA	MF	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IDA	MF	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IEA	MF	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IEA	MF	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IEA	MF	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IEA	MF	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IEA	MF	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IEA	MF	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	IEA	MF	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	ISS	MF	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	ISS	MF	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	ISS	MF	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	ISS	MF	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	ISS	MF	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	ISS	MF	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0004614	ISS	MF	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005829	IBA	CC	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005829	IBA	CC	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005829	IBA	CC	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005829	IBA	CC	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005829	IBA	CC	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005829	IBA	CC	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005829	IBA	CC	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IBA	BP	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IBA	BP	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IBA	BP	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IBA	BP	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IBA	BP	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IBA	BP	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IBA	BP	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IEA	BP	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IEA	BP	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IEA	BP	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IEA	BP	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IEA	BP	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IEA	BP	00520
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005975	IEA	BP	01100
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005978	IMP	BP	00010
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005978	IMP	BP	00030
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005978	IMP	BP	00052
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005978	IMP	BP	00230
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005978	IMP	BP	00500
FBgn0003076	Pgm1	Phosphoglucose mutase 1	GO:0005978	IMP	BP	00520
